================================================================
=== 1. ARRIBA HIGH/MEDIUM CONFIDENCE FUSIONS (376 lines) ===
================================================================
SAMPLE|GENE1|GENE2|BREAKPOINT1|BREAKPOINT2|CONFIDENCE|SPLIT_READS1|SPLIT_READS2|DISCORDANT|READING_FRAME|TYPE
290-MO-22-563324716|PPIP5K1|CATSPER2|banned,known,bodymap2,hpa,1000genomes,chimer4seq,m1,multi,ccle3,10K<gap<100K,exon-exon|7|2|in-frame
290-MO-22-563324716|SIDT2|TAGLN|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,hpa,chimer4seq,cancer,mitelman,1K<gap<10K,readthrough,exon-exon|0|2|CDS(truncated)/UTR
290-MO-22-563324716|COQ8B|NUMBL|banned,known,adjacent,healthy,bodymap2,hpa,mitelman,tcga3,t1,gap<1K,readthrough,exon-exon,short_repeats,sr1.59|0|1|in-frame
290-MO-22-563324716|NPL|DHX9|banned,known,adjacent,cacg,hpa,18cancers,cancer,rt_circ_rna,mitelman,t1,1K<gap<10K,readthrough,exon-exon|0|1|CDS(truncated)/UTR
290-MO-22-563324716|RPL38|TTYH2|banned,known,adjacent,ribosomal,non_tumor_cells,hpa,18cancers,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
290-MO-22-563324716|WNK1|KDM5A|known,tcga,ccle2,chimer4seq,cancer,tcga-cancer,mitelman,t1,exon-exon|0|1|in-frame
294-MO-17-563456458|ANAPC1|RMND5A|banned,known,bodymap2,hpa,chimer4seq,m0,multi,exon-exon,reciprocal|0|18|in-frame
294-MO-17-563456458|LINC01783|BX284668.2|lncrna,m2|95|11|exonic(no-known-CDS)/exonic(no-known-CDS)
294-MO-17-563456458|COPS2|NIBAN3|cancer,m2,mitelman,reciprocal|38|9|intronic/UTR
294-MO-17-563456458|NIBAN3|COPS2|cancer,m2,mitelman,reciprocal|38|9|UTR/intronic
294-MO-17-563456458|NSF|LRRC37A3|banned,known,hpa,m0,multi,exon-exon|0|6|in-frame
294-MO-17-563456458|NSF|LRRC37A3|banned,known,hpa,m0,multi|0|6|intronic/UTR
294-MO-17-563456458|TERF2|LGI1|cancer,m4,cortex,short_repeats,sr1.09|8|6|UTR/UTR
294-MO-17-563456458|AP005273.2|ERBB2|lncrna,oncogene,cancer,t5|0|5|exonic(no-known-CDS)/intronic
294-MO-17-563456458|AP005273.2|ERBB2|lncrna,oncogene,cancer,t5|0|5|exonic(no-known-CDS)/intronic
294-MO-17-563456458|FRG1DP|FRG1HP|pseudogene,m3,cortex,exon-exon|82|5|exonic(no-known-CDS)/exonic(no-known-CDS)
294-MO-17-563456458|CIRBP|FAM174C|banned,known,adjacent,healthy,bodymap2,hpa,cancer,mitelman,gap<1K,readthrough,exon-exon|0|4|UTR/CDS(truncated)
294-MO-17-563456458|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|4|out-of-frame
294-MO-17-563456458|METTL23|MFSD11|banned,known,adjacent,healthy,hpa,18cancers,t1,1K<gap<10K,readthrough,exon-exon|0|4|CDS(truncated)/UTR
294-MO-17-563456458|SIDT2|TAGLN|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,hpa,chimer4seq,cancer,mitelman,t2,1K<gap<10K,readthrough,exon-exon|0|4|CDS(truncated)/UTR
294-MO-17-563456458|SMG1|NPIPB5|banned,known,bodymap2,hpa,m2,tcga3,t2,exon-exon|0|4|CDS(truncated)/UTR
294-MO-17-563456458|SMG1|NPIPB5|banned,known,bodymap2,hpa,m2,tcga3,t2|0|4|CDS(truncated)/UTR
294-MO-17-563456458|AC091951.3|HERC2|pseudogene,m2,exon-exon|9|3|exonic(no-known-CDS)/CDS(truncated)
294-MO-17-563456458|AC093878.1|CAMSAP1|pseudogene,t3,reciprocal|20|3|exonic(no-known-CDS)/CDS(truncated)
294-MO-17-563456458|C6ORF47|BAG6|banned,known,adjacent,healthy,bodymap2,hpa,t1,1K<gap<10K,readthrough|0|3|CDS(truncated)/UTR
294-MO-17-563456458|C6ORF47|BAG6|banned,known,adjacent,healthy,bodymap2,hpa,t1,1K<gap<10K,readthrough|0|3|UTR/UTR
294-MO-17-563456458|CAMSAP1|AC093878.1|pseudogene,t3,reciprocal|20|3|CDS(truncated)/exonic(no-known-CDS)
294-MO-17-563456458|CAMSAP1|AC093878.1|pseudogene,t3,reciprocal|20|3|CDS(truncated)/exonic(no-known-CDS)
294-MO-17-563456458|CAMSAP1|AC093878.1|pseudogene,t3,reciprocal|20|3|CDS(truncated)/exonic(no-known-CDS)
294-MO-17-563456458|FGFR2|ZNF236|oncogene,cancer,tumor,m2|0|3|intergenic/CDS(truncated)
294-MO-17-563456458|FGFR2|ZNF236|oncogene,cancer,tumor,m2|0|3|intronic/CDS(no-known-start-or-end)
294-MO-17-563456458|PRKAA1|TTC33|banned,known,adjacent,healthy,non_tumor_cells,hpa,1000genomes,chimer4seq,rt_circ_rna,mitelman,t1,1K<gap<10K,readthrough,exon-exon|0|3|CDS(truncated)/UTR
294-MO-17-563456458|THAP11|ATXN3|banned,known,hpa,m1,multi,cortex,short_repeats,sr1.58|0|3|in-frame
294-MO-17-563456458|CASC15|CXCR4|lncrna,oncogene,t1,exon-exon|0|2|exonic(no-known-CDS)/CDS(truncated)
294-MO-17-563456458|CCDC32|CBX3|banned,known,healthy,tcga,hpa,gtex,gliomas,chimer4pub,chimer4seq,tcga-normal,mitelman,t1,tcga-oesophagus,exon-exon|0|1|UTR/UTR
294-MO-17-563456458|FBXO25|FAM157B|banned,known,pseudogene,bodymap2,hpa,m0,multi,exon-exon|0|1|CDS(truncated)/exonic(no-known-CDS)
294-MO-17-563456458|MFGE8|HAPLN3|banned,known,adjacent,healthy,hpa,t1,1K<gap<10K,readthrough,exon-exon|0|1|UTR/CDS(truncated)
294-MO-17-563456458|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|1|CDS(complete)/UTR
294-MO-17-563456458|SERF1A|SMN1|banned,known,adjacent,bodymap2,hpa,chimer4seq,m0,multi,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
302-MO-17-563681176|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m8,tcga-normal,exon-exon|280|31|in-frame
302-MO-17-563681176|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m8,tcga-normal,short_repeats,sr1.00|280|31|UTR/intronic
302-MO-17-563681176|AFF1|KMT2A|known,oncogene,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,mitelman,ccle,t7,exon-exon,reciprocal|0|25|in-frame
302-MO-17-563681176|AFF1|KMT2A|known,oncogene,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,mitelman,ccle,t7,exon-exon,reciprocal|0|25|in-frame
302-MO-17-563681176|KMT2A|AFF1|known,oncogene,chimer2,cgp,ticdb,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,mitelman,ccle,t7,exon-exon,reciprocal|0|25|in-frame
302-MO-17-563681176|ANAPC1|RMND5A|banned,known,bodymap2,hpa,chimer4seq,m0,multi,exon-exon,reciprocal|0|21|in-frame
302-MO-17-563681176|AL135925.1|LINC00863|lncrna,m2,cortex|94|9|exonic(no-known-CDS)/exonic(no-known-CDS)
302-MO-17-563681176|AL135925.1|LINC00863|lncrna,m2,cortex,short_repeats,sr1.58|94|9|exonic(no-known-CDS)/intronic
302-MO-17-563681176|AP005273.2|ERBB2|lncrna,oncogene,cancer,t8|0|8|exonic(no-known-CDS)/intronic
302-MO-17-563681176|AP005273.2|ERBB2|lncrna,oncogene,cancer,t8|0|8|exonic(no-known-CDS)/intronic
302-MO-17-563681176|NPIPB5|SMG1|banned,known,bodymap2,hpa,m2,tcga3,t2,reciprocal|0|8|intronic/UTR
302-MO-17-563681176|NPIPB5|SMG1|banned,known,bodymap2,hpa,m2,tcga3,t2,reciprocal|0|8|intronic/UTR
302-MO-17-563681176|SMG1|NPIPB5|banned,known,bodymap2,hpa,m2,tcga3,t2,exon-exon,reciprocal|0|8|CDS(truncated)/UTR
302-MO-17-563681176|METTL23|MFSD11|banned,known,adjacent,healthy,hpa,18cancers,t1,1K<gap<10K,readthrough,exon-exon|0|6|CDS(truncated)/UTR
302-MO-17-563681176|AL355922.1|RNASE2|adjacent,lncrna,m4,cortex,10K<gap<100K,readthrough,exon-exon|19|5|exonic(no-known-CDS)/UTR
302-MO-17-563681176|SIDT2|TAGLN|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,hpa,chimer4seq,cancer,mitelman,t2,1K<gap<10K,readthrough,exon-exon|0|5|CDS(truncated)/UTR
302-MO-17-563681176|C6ORF47|BAG6|banned,known,adjacent,healthy,bodymap2,hpa,t3,1K<gap<10K,readthrough|0|4|UTR/UTR
302-MO-17-563681176|BPTF|LRRC37A2|banned,known,hpa,m0,multi,exon-exon|0|3|out-of-frame
302-MO-17-563681176|BPTF|LRRC37A2|banned,known,hpa,m0,multi,exon-exon|0|3|CDS(truncated)/UTR
302-MO-17-563681176|EML4|AC090825.1|lncrna,oncogene,cancer,t3|0|3|intronic/exonic(no-known-CDS)
302-MO-17-563681176|MIR100HG|SPN|lncrna,oncogene,short_repeats,sr1.00|21|3|intronic/UTR
302-MO-17-563681176|ROPN1L|LINC01513|banned,known,adjacent,lncrna,healthy,bodymap2,hpa,pcawg,t2,1K<gap<10K,readthrough,exon-exon|0|3|CDS(truncated)/exonic(no-known-CDS)
302-MO-17-563681176|TAF15|TCF3|known,oncogene,ambiguous,cancer,tumor,m1,multi|61|3|intronic/intronic
302-MO-17-563681176|TERF2|LGI1|cancer,m2,cortex,short_repeats,sr1.09|15|3|UTR/UTR
302-MO-17-563681176|AC025178.1|GOLPH3|adjacent,lncrna,oncogene,1K<gap<10K,exon-exon|0|2|exonic(no-known-CDS)/CDS(truncated)
302-MO-17-563681176|NAIP|OCLN|banned,known,bodymap2,hpa,1000genomes,chimer4seq,mitelman,t1,exon-exon|0|2|out-of-frame
302-MO-17-563681176|MED8|ELOVL1|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,hpa,1000genomes,mitelman,pcawg,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|1|CDS(truncated)/UTR
302-MO-17-563681176|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|1|CDS(complete)/UTR
302-MO-17-563681176|PPIP5K1|CATSPER2|banned,known,bodymap2,hpa,1000genomes,chimer4seq,ccle3,10K<gap<100K,exon-exon|13|1|in-frame
308-MO-18-563529465|P2RY8|CRLF2|known,oncogene,cgp,ticdb,chimer4kb,chimer4pub,cancer,oncokb,mitelman,t34|0|118|UTR/UTR
308-MO-18-563529465|P2RY8|CRLF2|known,oncogene,cgp,ticdb,chimer4kb,chimer4pub,cancer,oncokb,mitelman,t34|0|118|UTR/UTR
308-MO-18-563529465|P2RY8|CRLF2|known,oncogene,cgp,ticdb,chimer4kb,chimer4pub,cancer,oncokb,mitelman,t34,exon-exon|0|118|UTR/CDS(truncated)
308-MO-18-563529465|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m36,tcga-normal,exon-exon,reciprocal|483|48|in-frame
308-MO-18-563529465|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m36,tcga-normal,reciprocal,short_repeats,sr1.00|483|48|UTR/intronic
308-MO-18-563529465|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m36,tcga-normal,exon-exon,reciprocal|483|48|out-of-frame
308-MO-18-563529465|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m36,tcga-normal,exon-exon,reciprocal|483|48|in-frame
308-MO-18-563529465|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m36,tcga-normal,exon-exon,reciprocal|483|48|in-frame
308-MO-18-563529465|FRG1|FRG1CP|pseudogene,m4,exon-exon,reciprocal,short_repeats,sr1.52|206|15|UTR/exonic(no-known-CDS)
308-MO-18-563529465|FRG1|FRG1CP|pseudogene,m4,exon-exon,reciprocal|206|15|CDS(truncated)/exonic(no-known-CDS)
308-MO-18-563529465|FRG1|FRG1DP|pseudogene,m2,cortex,exon-exon,reciprocal|174|15|CDS(truncated)/exonic(no-known-CDS)
308-MO-18-563529465|FRG1CP|FRG1|pseudogene,m4,reciprocal|206|15|exonic(no-known-CDS)/UTR
308-MO-18-563529465|FRG1CP|FRG1|pseudogene,m4,exon-exon,reciprocal,short_repeats,sr1.95|206|15|exonic(no-known-CDS)/CDS(truncated)
308-MO-18-563529465|FRG1CP|FRG1|pseudogene,m4,exon-exon,reciprocal,short_repeats,sr1.95|206|15|exonic(no-known-CDS)/CDS(truncated)
308-MO-18-563529465|FRG1DP|FRG1|pseudogene,m2,cortex,exon-exon,reciprocal|174|15|exonic(no-known-CDS)/CDS(truncated)
308-MO-18-563529465|TERF2|LGI1|cancer,m11,cortex,short_repeats,sr1.09|26|15|UTR/UTR
308-MO-18-563529465|ANAPC1|RMND5A|banned,known,bodymap2,hpa,chimer4seq,m0,multi,exon-exon,reciprocal|0|14|in-frame
308-MO-18-563529465|ARL17A|KANSL1|banned,known,healthy,bodymap2,hpa,gtex,18cancers,chimer4seq,m4,mitelman,t4,exon-exon,reciprocal|0|14|in-frame
308-MO-18-563529465|ARL17B|KANSL1|banned,known,healthy,bodymap2,hpa,chimer4seq,m4,rt_circ_rna,mitelman,t4,10K<gap<100K,exon-exon,reciprocal|1|14|in-frame
308-MO-18-563529465|KANSL1|ARL17A|banned,known,healthy,bodymap2,hpa,gtex,18cancers,chimer4seq,m4,mitelman,t4,exon-exon,reciprocal|0|14|out-of-frame
308-MO-18-563529465|KANSL1|ARL17B|banned,known,healthy,bodymap2,hpa,chimer4seq,m4,rt_circ_rna,mitelman,t4,10K<gap<100K,exon-exon,reciprocal|1|14|out-of-frame
308-MO-18-563529465|SMG1|NPIPB5|banned,known,bodymap2,hpa,m4,tcga3,t4,exon-exon|0|13|CDS(truncated)/UTR
308-MO-18-563529465|SLC38A9|BLACE|lncrna,m7|45|10|UTR/intronic
308-MO-18-563529465|SLC38A9|BLACE|lncrna,m7,exon-exon|45|10|UTR/exonic(no-known-CDS)
308-MO-18-563529465|KMT2A|TMEM25|adjacent,oncogene,chimer4seq,cancer,tumor,t4,1K<gap<10K,readthrough,exon-exon|0|7|in-frame
308-MO-18-563529465|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,10K<gap<100K,readthrough,exon-exon|0|7|out-of-frame
308-MO-18-563529465|CRLF2|CSF2RA|banned,known,paralogs,similar_reads,oncogene,healthy,ambiguous,chimer4kb,chimer4pub,cancer,m2,mitelman|1377|5|intergenic/intronic
308-MO-18-563529465|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|5|CDS(complete)/UTR
308-MO-18-563529465|PRKAA1|TTC33|banned,known,adjacent,healthy,non_tumor_cells,hpa,1000genomes,chimer4seq,rt_circ_rna,mitelman,t3,1K<gap<10K,readthrough,exon-exon|0|5|CDS(truncated)/UTR
308-MO-18-563529465|AC009086.2|SMG1||26|4|exonic(no-known-CDS)/UTR
308-MO-18-563529465|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|4|out-of-frame
308-MO-18-563529465|TMEM236|MRC1|banned,known,adjacent,hpa,cancer,t4,1K<gap<10K,readthrough,exon-exon|0|4|in-frame
308-MO-18-563529465|TMEM236|MRC1|banned,known,adjacent,hpa,cancer,t4,1K<gap<10K,readthrough|0|4|UTR/intronic
308-MO-18-563529465|COQ8B|NUMBL|banned,known,adjacent,healthy,bodymap2,hpa,mitelman,tcga3,t2,gap<1K,readthrough|0|3|UTR/CDS(truncated)
308-MO-18-563529465|PIM3|BRD1|known,oncogene,cancer,tumor,mitelman,t1,exon-exon|0|3|CDS(truncated)/UTR
308-MO-18-563529465|Z98043.1|LAIR1|t3,short_repeats,sr1.74|10|3|exonic(no-known-CDS)/UTR
308-MO-18-563529465|BPTF|LRRC37A2|banned,known,hpa,m0,multi,exon-exon|0|2|CDS(truncated)/UTR
308-MO-18-563529465|BPTF|LRRC37A2|banned,known,hpa,m0,multi,exon-exon|0|2|out-of-frame
308-MO-18-563529465|METTL23|MFSD11|banned,known,adjacent,healthy,hpa,18cancers,t1,1K<gap<10K,readthrough,exon-exon|0|2|CDS(truncated)/UTR
308-MO-18-563529465|SERF1A|SMN1|banned,known,adjacent,bodymap2,hpa,chimer4seq,m0,multi,1K<gap<10K,readthrough,exon-exon|0|2|out-of-frame
308-MO-18-563529465|SLC66A2|CTDP1|banned,known,tcga,hpa,gtex,non_cancer_tissues,chimer4seq,mitelman,t1,exon-exon|0|2|out-of-frame
308-MO-18-563529465|CTBS|GNG5|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,non_tumor_cells,hpa,1000genomes,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|1|in-frame
308-MO-18-563529465|SIDT2|TAGLN|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,hpa,chimer4seq,cancer,mitelman,t1,1K<gap<10K,readthrough,exon-exon|0|1|CDS(truncated)/UTR
308-MO-18-563529465|SLC45A3|ELK4|banned,known,adjacent,cosmic,chimer2,cgp,ticdb,healthy,cacg,hpa,18cancers,chimer4kb,chimer4pub,cancer,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|1|CDS(truncated)/UTR
308-MO-18-563529465|VPS45|PLEKHO1|banned,known,adjacent,pair_pseudo_genes,healthy,hpa,18cancers,tumor,mitelman,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
370-MO-17-563698156|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m94,tcga-normal,t1,exon-exon,reciprocal|955|149|in-frame
370-MO-17-563698156|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m94,tcga-normal,t1,exon-exon,reciprocal|955|149|in-frame
370-MO-17-563698156|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m94,tcga-normal,t1,exon-exon,reciprocal|955|149|out-of-frame
370-MO-17-563698156|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m94,tcga-normal,t1,exon-exon,reciprocal|955|149|in-frame
370-MO-17-563698156|SLC38A9|BLACE|lncrna,m14|99|36|UTR/intronic
370-MO-17-563698156|SLC38A9|BLACE|lncrna,m14,exon-exon|99|36|UTR/exonic(no-known-CDS)
370-MO-17-563698156|TERF2|LGI1|cancer,m8,cortex,short_repeats,sr1.09|31|11|UTR/UTR
370-MO-17-563698156|AP005273.2|ERBB2|lncrna,oncogene,cancer,t10|0|10|exonic(no-known-CDS)/intronic
370-MO-17-563698156|AP005273.2|ERBB2|lncrna,oncogene,cancer,t10|0|10|exonic(no-known-CDS)/intronic
370-MO-17-563698156|COQ8B|NUMBL|banned,known,adjacent,healthy,bodymap2,hpa,mitelman,tcga3,t2,gap<1K,readthrough|0|9|UTR/CDS(truncated)
370-MO-17-563698156|AC026979.4|EXOSC6|lncrna,m2|24|7|exonic(no-known-CDS)/UTR
370-MO-17-563698156|GABPB1-AS1|TLX3|lncrna,cancer,m5,t5|19|6|exonic(no-known-CDS)/intergenic
370-MO-17-563698156|AL353807.3|GON4L|pseudogene,m2,10K<gap<100K,reciprocal|66|4|intronic/CDS(truncated)
370-MO-17-563698156|AL353807.3|GON4L|pseudogene,m2,10K<gap<100K,exon-exon,reciprocal|66|4|exonic(no-known-CDS)/CDS(truncated)
370-MO-17-563698156|GON4L|AL353807.3|pseudogene,m2,10K<gap<100K,exon-exon,reciprocal|66|4|CDS(truncated)/exonic(no-known-CDS)
370-MO-17-563698156|SF3A2|AMH|known,adjacent,healthy,tcga3,t1,gap<1K,readthrough|0|4|in-frame
370-MO-17-563698156|BTBD6|CNR2|oncogene,cancer,t3,reciprocal|0|3|UTR/intronic
370-MO-17-563698156|BTBD6|CNR2|oncogene,cancer,t3,reciprocal|0|3|CDS(truncated)/UTR
370-MO-17-563698156|CNR2|BTBD6|oncogene,cancer,t3,exon-exon,reciprocal,short_repeats,sr1.72|0|3|UTR/UTR
370-MO-17-563698156|NPIPB5|SMG1|banned,known,bodymap2,hpa,m2,tcga3,t2,reciprocal,short_repeats,sr1.19|0|3|UTR/UTR
370-MO-17-563698156|SMG1|NPIPB5|banned,known,bodymap2,hpa,m2,tcga3,t2,reciprocal|0|3|UTR/intronic
370-MO-17-563698156|SMG1|NPIPB5|banned,known,bodymap2,hpa,m2,tcga3,t2,exon-exon,reciprocal|0|3|CDS(truncated)/UTR
370-MO-17-563698156|SMG1|NPIPB5|banned,known,bodymap2,hpa,m2,tcga3,t2,reciprocal|0|3|CDS(truncated)/UTR
370-MO-17-563698156|FAM53B|KLF6|oncogene,cancer,t2,exon-exon|0|2|in-frame
370-MO-17-563698156|RPL38|TTYH2|banned,known,adjacent,ribosomal,non_tumor_cells,hpa,18cancers,t1,1K<gap<10K,readthrough,exon-exon|0|2|out-of-frame
370-MO-17-563698156|UHRF1|IL2RB|oncogene,cancer,t1,exon-exon|0|2|CDS(truncated)/UTR
370-MO-17-563698156|CELP|CEL|banned,known,adjacent,pseudogene,pair_pseudo_genes,healthy,hpa,t1,1K<gap<10K,exon-exon|9|1|exonic(no-known-CDS)/CDS(truncated)
370-MO-17-563698156|CHCHD10|VPREB3|banned,known,adjacent,healthy,hpa,18cancers,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|1|in-frame
370-MO-17-563698156|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|1|CDS(complete)/UTR
370-MO-17-563698156|PIM3|BRD1|known,oncogene,cancer,tumor,mitelman,t1,exon-exon|0|1|CDS(truncated)/UTR
387-MO-17-563638234|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m73,tcga-normal,exon-exon,reciprocal|844|134|in-frame
387-MO-17-563638234|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m73,tcga-normal,exon-exon,reciprocal|844|134|in-frame
387-MO-17-563638234|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m73,tcga-normal,reciprocal,short_repeats,sr1.00|844|134|UTR/intronic
387-MO-17-563638234|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m73,tcga-normal,exon-exon,reciprocal|844|134|in-frame
387-MO-17-563638234|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m73,tcga-normal,exon-exon,reciprocal|844|134|in-frame
387-MO-17-563638234|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m73,tcga-normal,exon-exon,reciprocal|844|134|in-frame
387-MO-17-563638234|ABL1|BCR|known,oncogene,chimer2,cgp,ticdb,tcga,ccle2,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,tcga-cancer,tcga2,oncokb,mitelman,ccle,tcga3,t25,exon-exon,reciprocal|0|64|in-frame
387-MO-17-563638234|BCR|ABL1|known,oncogene,chimer2,cgp,ticdb,tcga,ccle2,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,tcga-cancer,tcga2,oncokb,mitelman,ccle,tcga3,t25,exon-exon,reciprocal|0|64|in-frame
387-MO-17-563638234|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t2|0|14|CDS(truncated)/UTR
387-MO-17-563638234|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t2,exon-exon|0|14|CDS(truncated)/UTR
387-MO-17-563638234|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t2|0|14|UTR/intronic
387-MO-17-563638234|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t2|0|14|CDS(truncated)/UTR
387-MO-17-563638234|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t2|0|14|CDS(truncated)/UTR
387-MO-17-563638234|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t2,exon-exon|0|14|in-frame
387-MO-17-563638234|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t2,exon-exon|0|14|CDS(truncated)/UTR
387-MO-17-563638234|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t2,short_repeats,sr1.52|0|14|UTR/intronic
387-MO-17-563638234|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|7|out-of-frame
387-MO-17-563638234|BTN2A2|BTN2A3P|pseudogene,t5,10K<gap<100K,exon-exon,reciprocal|19|5|CDS(truncated)/exonic(no-known-CDS)
387-MO-17-563638234|BTN2A2|BTN2A3P|pseudogene,t5,10K<gap<100K,exon-exon,reciprocal|19|5|UTR/exonic(no-known-CDS)
387-MO-17-563638234|BTN2A3P|BTN2A2|pseudogene,t5,10K<gap<100K,exon-exon,reciprocal|19|5|exonic(no-known-CDS)/CDS(truncated)
387-MO-17-563638234|NIBAN3|COPS2|cancer,m2,mitelman|35|5|UTR/intronic
387-MO-17-563638234|AC009086.2|SMG1||40|4|exonic(no-known-CDS)/UTR
387-MO-17-563638234|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|4|CDS(complete)/UTR
387-MO-17-563638234|AC093878.1|CAMSAP1|pseudogene,t3,reciprocal|6|3|exonic(no-known-CDS)/CDS(truncated)
387-MO-17-563638234|CAMSAP1|AC093878.1|pseudogene,t3,reciprocal|6|3|CDS(truncated)/exonic(no-known-CDS)
387-MO-17-563638234|CIITA|EPB41|cancer,m2,t1|8|3|UTR/intronic
387-MO-17-563638234|JAK3|INSL3|banned,known,adjacent,hpa,1000genomes,18cancers,cancer,mitelman,1K<gap<10K,readthrough,exon-exon|0|3|in-frame
387-MO-17-563638234|NAIP|OCLN|banned,known,bodymap2,hpa,1000genomes,chimer4seq,mitelman,t1,exon-exon|0|3|out-of-frame
387-MO-17-563638234|VPS45|PLEKHO1|banned,known,adjacent,pair_pseudo_genes,healthy,hpa,18cancers,tumor,mitelman,t2,1K<gap<10K,readthrough,exon-exon|0|3|out-of-frame
387-MO-17-563638234|ZMYM5|PSPC1|banned,known,healthy,bodymap2,hpa,chimer4seq,rt_circ_rna,mitelman,10K<gap<100K|0|3|CDS(truncated)/UTR
387-MO-17-563638234|TMEM236|MRC1|banned,known,adjacent,hpa,cancer,t1,1K<gap<10K,readthrough,exon-exon|0|2|in-frame
